,1,2,3,4,5,6,7,8,9,10,11
faithfulness,0,3,0,0,0,0,0,2,0,2,0
tambourine,0,0,0,0,0,0,0,0,0,0,0
brwon,0,0,0,1,0,0,0,0,0,0,0
upon,0,0,0,0,0,0,0,0,0,0,0
ph,0,0,0,0,0,0,0,0,0,0,0
modestmouse,0,0,0,0,0,0,0,0,0,0,0
use,0,0,0,2,0,0,0,0,1,0,1
caves,0,0,0,0,0,0,0,0,0,0,0
six,0,0,0,0,0,0,0,0,0,0,0
entree,0,2,0,0,2,0,0,0,0,0,0
illuminate,2,0,0,0,0,0,0,0,3,0,1
lifting,0,0,0,0,0,1,3,0,0,0,0
hickory,0,0,0,0,0,0,0,0,0,0,0
item,0,0,1,2,3,2,0,0,0,0,0
income,0,0,0,0,0,0,0,0,0,0,0
color,0,0,3,0,0,0,0,2,3,0,2
restlessness,0,0,0,0,3,0,0,0,3,0,2
amp,0,0,0,0,0,0,0,0,0,0,0
foes,2,1,0,0,0,0,0,1,0,0,0
uncle,0,0,0,0,0,0,0,0,0,0,0
foundation,0,0,0,0,0,0,0,0,0,0,0
hbugrd,0,0,0,0,0,0,0,0,0,0,0
addiction,0,0,0,0,0,0,0,0,1,2,1
owner,0,0,0,0,0,1,0,0,0,0,1
grey,0,0,0,0,0,0,0,0,0,0,0
visionary,0,0,0,0,0,0,0,0,0,0,0
unlce,0,0,0,0,0,0,0,0,0,0,0
snuggle,0,2,0,1,2,0,3,0,0,0,0
ways,1,2,0,0,0,0,1,0,0,0,0
employer,0,0,0,0,0,3,0,0,0,0,2
wiggle,0,0,1,1,0,0,0,0,0,0,0
saffron,0,0,0,0,0,0,0,0,0,0,0
stoic,0,0,0,0,0,0,0,0,0,0,0
purr,0,0,0,1,0,0,1,0,0,0,2
routine,0,0,0,0,2,0,0,0,2,2,1
3-2,0,0,0,0,0,0,0,0,0,0,0
web,0,1,0,0,0,0,0,1,0,0,0
australlia,0,0,0,0,0,0,0,0,0,0,0
sigil,0,0,0,0,0,3,0,0,3,3,2
specialtteams,0,0,0,0,0,0,0,0,0,0,0
kidney,0,0,0,0,0,0,0,0,0,0,0
maxi,0,0,0,0,0,0,0,0,0,0,0
cartel,1,0,0,0,0,0,0,0,0,0,0
thir,0,0,0,0,0,0,0,0,0,0,0
buoy,0,0,0,0,0,0,0,0,0,0,0
gnat,0,0,0,0,2,0,0,0,0,0,0
pond,0,0,0,0,0,0,0,0,0,0,0
animals,0,0,0,0,0,0,0,0,0,0,1
mic,0,0,0,0,0,0,0,0,0,0,0
allergies,0,0,2,3,1,0,0,0,0,0,0
go,0,0,0,0,0,0,0,0,0,0,0
peru,0,0,0,0,0,0,0,0,0,0,0
breakfastbasketballplayer,3,2,0,0,0,0,0,0,0,0,0
snoop,2,2,0,0,0,0,0,2,0,0,0
misty,0,0,0,0,0,0,0,0,0,0,0
recall,0,0,0,0,0,2,2,0,2,0,3
outlaw,0,0,0,0,0,0,0,0,0,0,0
patel,0,0,0,0,0,0,0,0,0,0,0
judgemental,0,2,0,0,0,0,0,2,0,1,0
sapphire,0,0,0,0,0,0,0,0,0,0,0
warned,0,0,0,0,0,3,2,0,0,0,0
carnation,0,0,0,0,0,0,0,0,0,0,4
prep,0,0,2,0,0,0,0,0,0,0,0
transexual,0,0,0,0,0,0,0,0,0,0,0
cans,0,0,0,0,0,0,0,0,0,0,0
bum,0,0,0,0,0,0,0,0,0,0,0
ramified,0,0,0,0,0,0,2,0,2,0,0
landlord,0,0,0,0,2,0,0,0,0,0,0
madden,0,0,0,0,0,0,0,0,0,0,0
untainted,0,0,0,0,0,0,0,0,0,0,0
bernie,0,0,0,0,0,0,0,0,0,0,0
infatuated,2,3,0,0,2,0,3,3,2,0,2
canoe,0,0,0,0,0,0,0,0,0,0,0
possible,0,0,0,0,0,0,0,0,0,0,0
solutions,0,0,0,0,2,0,0,0,0,0,0
binary,0,0,0,0,0,0,0,0,0,0,0
equilibrium,0,0,0,0,0,0,0,0,0,0,0
emotion,0,3,0,0,0,0,2,0,2,0,3
pikachu,0,0,0,0,0,0,0,0,0,0,0
muenster,0,0,0,0,0,0,0,0,0,0,0
reached,0,0,0,2,0,1,0,2,0,0,1
doughnut,0,0,0,0,0,0,0,0,0,0,0
percale,0,0,2,0,0,0,0,0,0,0,1
drama,0,2,0,0,0,0,0,3,0,0,2
cancle,0,0,0,0,0,0,0,0,0,0,0
ugh,0,0,0,0,0,0,0,0,0,0,0
homerun,0,0,0,0,0,0,0,0,0,0,0
unyielding,0,0,0,0,0,0,0,0,0,0,0
naughty,0,0,0,2,0,0,0,0,0,0,0
chipmunks,0,0,0,0,0,0,0,0,0,0,0
club,2,0,0,0,0,0,0,0,0,0,0
dusk,0,0,0,0,0,0,0,0,0,0,2
isolation,0,0,1,0,2,0,0,0,3,0,3
crownd,0,0,0,0,0,0,0,0,0,0,0
popcorn,0,0,0,0,0,0,0,0,0,0,0
icfe,0,0,0,0,0,0,0,0,0,0,0
clip,0,0,0,0,0,0,0,0,0,0,0
microplastics,0,0,0,0,0,0,0,0,0,0,0
bitter,0,0,0,0,1,0,0,0,1,0,2
squalor,0,0,0,0,0,0,0,0,0,0,0
sunshine,2,0,0,0,0,0,0,0,0,0,0
apprentice,0,0,0,0,0,0,0,0,0,0,0
poland,0,0,0,0,0,0,0,0,0,0,0
babe,1,0,0,0,0,0,0,0,0,0,0
celebrity,4,3,1,3,3,2,2,3,2,1,2
baby,0,0,0,0,0,2,1,0,0,0,2
turf,0,0,0,0,0,0,0,0,0,0,0
delivery,0,0,0,0,0,0,0,0,0,0,0
pulley,0,0,0,0,0,0,0,0,0,0,0
macadamia,0,0,0,0,0,0,0,0,0,0,0
outer,0,0,0,0,0,0,0,0,2,0,0
tod,0,0,0,0,0,0,0,0,0,0,0
implants,0,0,0,0,0,0,0,0,0,0,0
marks,0,0,1,2,0,0,0,0,0,0,1
minimal,0,0,0,0,0,0,0,0,0,0,0
inspector,0,0,0,0,0,0,0,0,0,0,0
president,0,0,0,0,0,0,0,0,0,0,0
resign,0,0,0,0,0,0,0,0,1,0,0
eclectic,0,0,0,1,2,0,0,0,0,0,0
taquila,0,0,0,0,0,0,0,0,0,0,0
ferriswheel,0,0,0,0,0,0,0,0,0,0,0
prose,0,0,0,0,0,0,0,0,0,0,0
class,4,0,0,0,0,0,0,0,0,0,0
ore,0,0,0,0,0,0,0,0,0,0,0
muffin,0,0,0,0,0,0,0,0,0,0,0
jete,0,0,0,0,0,0,0,0,0,0,0
properties,0,0,0,0,0,0,0,0,0,0,0
secre,2,1,0,0,0,2,4,3,0,0,2
before,0,0,0,0,0,0,2,0,0,0,0
smells,0,0,3,4,1,0,0,0,0,0,0
hail,0,0,0,0,0,0,0,0,0,0,0
equal,0,0,0,0,0,0,0,0,0,0,0
blinker,0,0,0,0,0,0,0,0,0,0,0
ecologist,0,0,0,0,0,0,0,0,0,0,0
centralized,0,0,0,0,0,0,0,0,0,0,0
tyrannical,0,0,0,0,0,0,0,0,0,0,0
opinion,1,2,0,0,0,0,0,0,0,1,0
upstair,0,0,0,0,1,0,0,0,1,0,1
uneasy,1,2,0,0,2,0,2,3,3,0,2
canopy,0,0,0,0,0,0,0,0,0,0,0
threat,2,0,0,0,0,0,3,0,0,0,0
acron,0,0,0,0,0,0,0,0,0,0,0
discovery,0,2,3,0,2,0,0,0,1,0,3
affairs,0,4,0,0,0,0,0,0,0,0,1
dragons,0,0,0,0,0,0,0,0,0,0,0
digestion,0,0,0,0,0,0,0,0,0,0,0
marriage,2,3,0,0,0,0,0,0,0,3,2
antsy,0,0,0,0,2,0,0,0,2,0,0
scribe,0,2,0,2,0,0,0,0,0,0,1
snackmix,0,0,0,0,0,0,0,0,0,0,0
hearth,0,0,0,0,2,0,0,0,2,0,0
lungs,0,0,0,0,0,0,0,0,0,4,0
haywire,0,0,0,0,2,0,0,0,1,0,0
tycoon,1,0,0,0,0,0,0,0,0,0,0
peanut butter,0,0,0,0,0,0,0,0,0,0,0
bra,0,0,0,0,0,0,0,0,0,0,0
fortune,0,0,0,0,0,0,0,0,0,3,2
vitality,0,0,0,0,2,0,0,0,2,0,0
literary,1,0,0,0,0,0,0,0,0,0,1
preacher,0,0,0,0,0,0,0,0,0,0,0
jay,1,0,0,0,0,0,0,0,0,0,0
remote,0,0,0,1,1,1,0,0,0,0,0
taken,2,0,0,0,0,0,0,0,0,0,0
benefits,1,1,0,0,0,0,0,0,0,0,0
innovate,0,0,0,0,2,0,0,0,0,0,0
machinery,0,0,0,0,2,0,0,0,2,0,0
shear,0,0,0,0,0,0,0,0,0,0,0
digital,0,0,0,0,0,3,0,0,2,0,2
gangs,0,0,0,0,0,0,0,0,0,0,0
ox,0,0,0,0,0,0,0,0,0,0,0
grandparent,0,0,0,0,0,0,0,0,0,0,0
slit,0,0,0,0,0,0,0,0,0,0,0
mutation,0,0,1,0,0,0,0,0,2,0,0
maids,0,0,0,0,0,2,0,1,0,0,1
kart,0,0,0,0,0,0,0,0,0,0,0
fracture,0,0,0,0,0,0,0,0,1,0,1
somebody,1,0,0,0,0,0,0,2,0,0,0
decor,0,0,0,0,0,0,0,0,2,0,3
cyan,0,0,0,0,1,0,0,0,1,0,1
concert,1,1,0,0,0,0,0,0,0,1,1
hostage,0,0,0,0,0,2,0,0,0,0,0
composer,0,0,0,0,0,0,0,0,0,0,0
bathtub,0,0,2,0,0,0,0,0,0,0,0
pollute,0,0,0,1,0,0,0,0,0,0,0
pepsi,0,0,0,0,0,0,0,0,0,0,0
insecticide,0,0,0,1,2,0,0,0,0,0,0
choosing,2,0,0,0,1,0,2,0,3,2,2
load,0,0,0,0,0,0,1,1,0,0,0
husky,0,0,0,0,0,0,0,0,0,0,0
illicit,0,2,0,0,0,0,0,0,0,0,0
fred,0,0,0,0,0,0,0,0,0,0,0
build,0,0,0,0,2,0,0,0,0,0,0
daffy,0,0,0,0,0,0,0,0,0,0,0
endure,0,0,0,0,0,0,0,0,2,2,0
epstein,0,0,0,0,0,0,0,0,0,0,0
hour,2,2,0,0,1,0,0,0,0,0,1
dementia,0,0,0,0,0,0,0,0,0,0,0
checkin,0,0,0,0,0,1,0,0,0,0,0
bites,0,0,0,4,2,0,0,0,0,0,0
gaming,0,0,0,0,0,0,0,0,0,0,0
lithe,0,0,0,0,0,0,0,0,0,0,0
floors,0,0,0,0,2,0,0,0,3,0,1
suv,0,0,0,0,0,0,0,0,0,0,0
radonagain,0,0,0,0,0,0,0,0,0,0,0
guest,2,0,0,0,0,0,0,0,0,0,0
lawnmover,0,0,0,0,0,0,0,0,0,0,0
clay,0,0,0,0,0,0,0,0,0,0,0
rapids,0,0,0,0,0,0,0,0,0,0,0
trojans,0,0,0,0,0,0,0,0,0,0,0
eye,0,4,2,2,0,0,2,3,0,0,0
vendors,0,0,0,2,2,2,0,0,0,0,0
gobble,0,2,0,0,0,0,0,0,0,0,0
coordination,0,3,0,1,0,0,1,0,0,0,0
hey,0,0,0,0,0,3,0,0,0,0,0
resource,0,0,0,0,0,2,0,0,0,0,0
joey,0,0,0,0,0,0,0,0,0,0,0
bran,0,0,0,0,0,0,0,0,0,0,0
built,0,0,0,0,0,0,0,0,0,0,0
dunk,0,0,0,0,0,0,0,0,0,0,0
sneaky,0,0,0,0,0,0,3,2,0,0,0
artefact,0,0,0,0,0,0,0,0,0,0,2
grace,0,0,0,0,0,0,4,0,0,0,0
terrific,0,0,0,0,0,0,0,0,0,0,0
sobbing,0,0,0,0,0,0,0,0,0,0,0
citizens,0,0,0,0,0,0,0,0,0,0,0
eggs,0,0,0,0,0,0,0,0,0,0,0
witt,0,0,0,0,0,0,0,0,0,0,0
drops,0,0,2,0,0,0,0,0,0,0,0
faces,3,3,0,0,0,0,1,3,0,0,0
dangerous,2,1,0,0,0,0,2,1,0,0,0
marshmallows,0,0,0,0,0,0,0,0,0,0,0
hollywood,4,2,0,0,0,0,0,2,0,0,2
cavity,0,0,0,0,0,0,0,0,0,0,0
buddah,0,0,0,0,0,0,0,0,0,0,0
chain,0,0,0,0,0,0,0,0,0,0,2
welding,0,0,0,0,0,0,0,0,0,0,0
hil,0,0,0,0,0,0,0,0,0,0,0
music,0,0,0,0,0,0,0,0,0,0,0
statement,0,0,0,0,0,0,0,0,0,0,0
gummy,0,0,0,0,0,0,0,0,0,0,0
milimete,0,0,0,0,0,0,0,0,0,0,0
ply,0,0,0,0,0,0,0,0,0,0,0
heart,4,0,0,0,0,0,2,0,0,2,0
vibe,1,2,0,0,1,0,1,0,0,0,0
bard,0,0,0,0,0,0,0,0,0,0,0
musty,0,0,1,3,0,0,0,0,0,0,0
node,0,0,0,0,0,2,1,0,0,0,1
intervention,0,0,0,2,0,0,0,0,0,0,0
campanion,2,3,0,0,0,0,2,0,0,0,0
generation,0,0,0,0,0,0,0,0,0,0,2
blackbirds,0,0,0,0,0,0,0,0,0,0,0
sandal,0,0,0,0,0,0,0,0,0,0,0
sex,0,1,0,2,1,0,0,0,0,4,0
repetition,0,0,0,0,0,0,0,0,2,4,2
drink,0,1,0,0,0,0,0,1,0,0,2
glance,1,3,0,1,0,0,2,2,0,0,0
orthodox,0,0,0,0,0,0,0,0,0,0,0
noose,0,0,0,0,0,0,0,0,0,0,0
toolshed,0,0,0,0,0,0,0,0,0,0,0
arrive,0,0,0,0,0,2,2,2,0,0,0
ambrose,0,0,0,0,0,0,0,0,0,0,0
disneyland,0,0,0,0,0,0,0,0,0,0,0
romanoffs,0,0,0,0,0,0,0,0,0,0,0
messenger,0,0,0,0,0,2,1,0,0,0,1
daisy,0,0,0,0,0,0,0,0,0,0,0
forget,0,0,0,0,0,0,0,0,0,0,3
potholes,0,0,0,0,0,0,0,0,0,0,0
crowd,0,2,0,0,1,0,0,3,0,0,0
uf,0,0,0,0,0,0,0,0,0,0,0
stream,0,0,0,0,0,0,0,0,0,0,0
architechture,0,0,0,0,0,0,0,0,0,0,0
playstation,0,0,0,0,0,0,0,0,0,0,0
balls,0,0,0,0,0,0,0,0,0,0,0
challenge,0,0,0,0,0,0,0,0,1,0,0
misunderstood,1,0,0,0,0,0,0,2,0,0,0
dollar,0,0,0,0,0,0,0,0,0,2,0
teeth,0,0,0,3,1,0,0,0,0,0,0
expert,0,0,0,0,0,0,0,2,0,1,0
pocket,0,0,0,0,0,0,0,0,0,0,0
longways,0,0,0,0,0,0,0,0,0,0,0
own,1,2,0,0,1,1,0,0,0,0,2
relieve,0,0,1,0,0,0,2,0,0,0,0
laser,0,0,0,0,0,0,0,0,0,0,0
starling,0,0,0,0,0,0,0,0,0,0,0
self-control,0,1,0,2,0,0,0,0,2,0,0
fedex,0,0,0,0,0,0,0,0,0,0,0
onion,0,0,0,0,0,0,0,0,0,0,0
craft,0,0,0,0,0,0,0,3,0,0,2
metaphysical,0,2,0,0,0,0,0,0,3,0,0
attempt,0,0,0,0,0,0,0,0,0,0,0
camara,0,0,0,0,0,0,0,0,0,0,0
anew,0,0,0,0,0,0,0,0,3,0,0
company,0,2,0,0,0,0,0,0,0,0,0
stems,0,0,0,0,0,0,0,0,0,0,0
edd,0,0,0,0,0,0,0,0,0,0,0
prudish,0,0,0,0,0,0,0,0,0,0,0
sushi,0,0,0,0,0,0,0,0,0,0,0
raf,0,0,0,0,0,0,0,0,0,0,0
sims,0,0,0,0,0,0,0,0,0,0,0
walkway,0,0,0,0,0,0,0,2,0,0,0
terminal,0,0,0,0,0,1,0,4,0,0,0
screener,0,0,0,0,0,0,0,0,0,0,0
conservative,0,0,0,0,0,0,0,0,0,0,0
autobiography,0,0,0,0,0,0,0,0,0,0,3
8t6g],0,0,0,0,0,0,0,0,0,0,0
silver,0,0,0,0,0,0,0,0,0,0,0
conditioner,0,0,0,0,0,0,0,0,0,0,0
horoscope,0,0,0,0,0,0,0,0,0,0,0
battery,0,0,0,0,0,0,0,0,0,0,0
unavailable,0,0,0,0,0,0,0,0,0,0,4
gray,0,0,2,0,0,0,0,0,0,0,0
celery,0,0,0,0,0,0,0,0,0,0,0
touchdown,0,0,0,0,0,2,3,0,0,0,0
ankle,0,0,0,0,0,0,0,0,0,0,0
dumpster,0,0,0,0,0,0,0,0,0,0,0
preserve,0,0,0,0,0,0,0,0,0,0,2
summer,0,0,0,0,0,0,0,0,0,0,0
gaia,0,0,0,0,0,0,0,0,0,0,0
routing,0,0,0,0,0,2,0,0,0,0,0
superb,0,0,0,0,0,0,0,0,0,0,0
pillows,0,2,0,0,1,0,0,0,2,0,0
weapon,0,0,0,0,0,0,0,0,0,0,0
ed,0,3,0,0,0,0,0,0,0,0,0
wolf,0,0,0,1,0,0,0,0,0,0,0
subsidy,0,0,0,0,0,0,0,0,0,0,0
vent,0,0,0,0,0,0,0,0,0,0,0
response,0,2,0,0,0,0,0,0,0,0,2
drill,0,0,0,0,0,0,0,0,0,0,0
thirty,0,0,0,0,0,0,0,0,0,0,0
panning,1,0,0,0,0,0,0,0,0,0,0
obnoxious,0,2,0,0,0,0,0,2,0,0,0
stop,0,0,0,0,0,0,0,0,0,0,0
buds,0,0,0,0,0,0,0,0,0,0,0
shriek,0,0,0,1,0,0,0,0,0,0,0
plan,0,0,0,0,0,2,0,0,3,0,0
falsification,0,3,0,0,0,0,0,0,0,0,0
unfamiliar,1,0,2,0,0,0,0,1,0,0,0
bunkbed,0,0,0,0,0,0,0,0,0,0,0
law,0,0,0,0,0,0,0,0,0,0,0
rider,0,0,0,0,0,0,0,0,0,0,0
tides,0,0,0,0,1,0,0,0,0,0,4
cereal,0,0,0,0,0,0,0,0,0,0,0
spelt,0,0,0,0,0,0,0,0,0,0,0
thanksgiving,0,0,0,0,0,0,0,0,0,0,0
dessert,0,0,0,0,0,0,0,0,0,0,0
rook,0,0,0,0,0,0,0,0,0,0,0
fierri,0,0,0,0,0,0,0,0,0,0,0
period,0,0,0,0,0,0,0,0,0,0,0
shool,0,0,0,0,0,0,0,0,0,0,0
opener,1,3,0,0,0,1,0,0,0,0,0
weenie,0,0,0,0,0,0,0,0,0,0,0
flapp,0,0,0,0,0,0,0,0,0,0,0
irritating,0,2,0,0,0,0,0,2,1,0,0
notstress,0,0,0,0,0,0,2,0,1,0,0
blackout,1,0,0,0,0,0,0,0,0,0,0
cockpit,2,2,0,0,0,2,2,0,0,0,0
thrush,0,0,0,0,0,0,0,0,0,0,0
novels,0,0,0,0,1,0,0,0,0,0,0
reporter,2,3,0,0,0,0,0,2,0,0,0
offers,0,0,0,2,0,2,0,0,0,0,0
cookout,0,0,0,0,0,0,0,0,0,0,0
breather,0,0,0,0,0,0,0,0,0,0,0
hermit,0,0,0,0,0,0,0,0,0,0,0
princess,0,0,0,0,0,0,0,0,0,0,0
arriving,0,0,0,0,0,2,2,2,0,0,0
artwork,0,0,0,0,0,2,0,0,2,0,2
sassy,0,0,0,0,0,0,0,0,0,0,0
shaking,0,0,0,0,0,0,0,0,0,0,0
chowder,0,0,0,0,0,0,0,0,0,0,0
vows,0,0,0,0,0,0,3,0,0,0,0
realize,1,0,2,0,0,0,2,0,2,0,4
note,0,0,0,0,0,4,4,0,3,0,4
pool,0,0,0,0,0,0,0,0,0,0,0
glare,0,2,0,0,0,0,0,2,0,0,0
parade,0,0,0,0,0,0,0,0,0,0,0
wrote,0,0,0,0,0,3,0,0,0,0,3
penny,0,0,0,0,0,0,0,0,0,0,0
gas,0,0,0,0,0,0,0,0,0,0,0
bur,0,0,0,0,0,0,0,0,0,0,0
milky,0,0,0,0,0,0,0,0,0,0,0
verdict,0,0,0,0,0,0,0,0,0,0,0
eve,0,0,0,0,0,0,0,0,0,0,0
sightseeing,0,0,0,0,0,0,0,0,0,0,0
feeling,2,3,2,2,2,2,3,3,3,3,4
glinda,0,0,0,0,0,0,0,0,0,0,0
dislike,0,0,0,0,0,0,0,1,0,0,0
pg,0,0,0,0,0,0,0,0,0,0,0
global,0,0,0,0,0,0,0,0,0,0,0
monogamous,0,2,0,0,0,0,0,0,0,2,0
maybe,0,2,0,0,0,0,0,0,0,0,0
grandson,0,0,0,0,0,0,0,0,0,0,0
row,0,0,0,0,0,0,0,0,0,1,0
yeast,0,0,0,0,0,0,0,0,0,0,0
fourth,0,0,0,0,0,0,0,0,0,0,0
apparrel,0,0,4,0,0,0,0,3,0,0,0
ceasar,0,0,0,0,0,0,0,0,0,0,0
happier,0,0,0,0,2,0,2,0,0,0,0
greedy,0,0,0,0,0,0,0,0,0,0,0
nop,0,0,0,0,0,0,0,0,0,0,0
fiction,3,2,0,0,1,0,1,1,1,1,1
elephants,0,0,0,0,0,0,0,0,0,0,0
guided,0,0,0,0,0,1,0,0,0,0,0
suffix,0,0,0,0,0,0,0,0,0,0,0
texture,0,0,3,1,1,0,0,0,2,0,1
sing,0,0,0,0,0,0,0,0,0,0,0
riot,0,0,0,0,0,0,0,0,0,0,0
naive,2,1,0,2,0,2,0,2,0,0,1
distribution,0,0,0,0,0,0,0,0,0,0,0
udder,0,0,0,0,0,0,0,0,0,0,0
spiky,0,0,0,0,0,0,0,0,0,0,0
tuxedo,0,0,0,0,0,0,0,0,0,0,0
kilt,0,0,0,0,0,0,0,0,0,0,0
diagonal,0,0,0,0,0,0,0,0,0,0,0
theocracy,0,0,0,0,0,0,0,0,0,0,0
cremation,0,0,0,0,0,0,0,0,0,0,0
rewards,3,0,0,0,0,0,0,0,0,0,0
avoid,1,2,1,0,0,0,0,2,3,0,0
creed,0,0,0,0,0,0,0,0,0,0,0
pedigree,0,0,0,0,0,0,0,0,0,0,0
crumbling,0,0,0,0,2,0,0,0,2,0,3
coop,0,0,0,0,0,0,0,0,0,0,0
crane,0,0,0,0,0,0,0,0,0,0,0
went,0,0,0,0,0,0,0,0,0,0,0
video,0,0,0,0,0,0,0,0,0,0,0
cravin,0,0,0,0,0,0,0,0,0,0,0
destitute,0,0,0,0,0,0,0,0,0,0,0
nostalgia,0,0,0,0,1,0,0,0,2,0,3
undeserving,2,0,0,0,0,0,0,0,0,0,0
misinformation,0,3,0,0,0,0,0,1,0,0,0
fajita,0,0,0,0,0,0,0,0,0,0,0
fungai,0,0,0,0,0,0,0,0,0,0,0
tail,0,0,0,0,0,0,0,0,0,0,0
laying,0,2,0,0,0,0,0,0,0,0,0
glitch,0,0,0,0,0,1,0,0,1,0,1
xiaomi,0,0,0,0,0,0,0,0,0,0,0
hack,0,0,0,0,0,0,0,0,0,0,0
canal,0,0,0,0,0,0,0,0,0,0,0
wound,0,0,0,0,0,0,0,0,0,0,1
slavery,0,0,0,0,0,0,0,0,0,0,0
measurement,0,0,0,1,0,0,0,0,0,0,0
clarity,0,0,0,0,1,0,0,0,1,0,2
mara,0,0,0,0,0,0,0,0,0,0,0
shados,0,0,0,0,0,0,0,0,0,0,0
testimony,1,2,0,0,0,0,0,0,0,0,0
mantra,0,0,0,0,0,3,1,0,3,4,2
wick,0,0,0,0,0,0,0,0,0,0,0
smile,0,2,0,2,0,0,1,0,0,0,0
amonia,0,0,0,3,0,0,0,0,0,0,0
tabloids,1,4,0,0,0,0,0,2,0,0,0
grant,0,0,0,0,0,0,0,0,0,0,0
spaceless,0,0,0,0,0,0,0,0,0,0,0
pancakes,0,0,0,0,0,0,0,0,0,0,0
pondering,0,0,0,0,2,0,0,0,3,0,2
internal,0,0,0,0,2,0,0,0,3,2,2
wendys,0,0,0,0,0,0,0,0,0,0,0
tantrum,0,0,0,0,0,0,0,0,0,0,0
mot,0,0,0,0,0,0,0,0,0,0,0
member,0,0,0,0,0,0,0,0,0,0,0
cement,0,0,0,0,1,0,0,0,2,0,1
fauna,0,0,0,0,0,0,0,0,0,0,1
details,0,3,1,0,0,0,0,0,0,0,1
poolside,0,0,0,0,0,0,0,0,0,0,0
inlove,0,2,0,0,1,0,3,0,0,0,0
noodles,0,0,0,0,0,0,0,0,0,0,0
slate,0,0,0,0,0,0,0,0,0,0,0
bone,0,0,0,1,0,0,0,0,0,0,0
videocd,0,0,0,0,0,0,0,0,0,0,0
young,0,2,0,0,0,0,0,0,0,0,1
eastern,0,0,0,0,0,0,0,0,0,0,0
immobile,0,0,0,0,0,0,0,0,4,0,2
novemeber,0,0,0,0,0,0,0,0,0,0,0
kindle,0,0,0,0,0,0,0,0,0,0,0
paleontology,0,0,0,0,0,0,0,0,0,0,0
waiter,0,0,0,0,0,0,0,0,0,0,0
notice,0,0,2,2,0,0,0,1,0,0,1
sustainable,0,0,0,0,0,0,0,0,0,0,0
hexagon,0,0,0,0,0,0,0,0,0,0,0
rant,0,0,0,0,0,0,0,0,0,0,0
mule,0,0,0,0,0,0,0,0,0,0,0
beaten,0,0,0,0,0,0,0,0,0,0,2
headrest,1,1,0,1,0,1,0,0,0,0,0
houston,0,0,0,0,0,0,0,0,0,0,0
webcam,0,0,0,0,0,0,0,0,0,0,0
matt,0,0,0,0,0,0,0,0,0,0,0
blast,0,0,0,0,0,0,0,0,0,0,0
jokes,0,2,0,2,0,1,0,0,0,2,0
trading,2,0,0,0,0,0,0,0,0,0,0
attentiveness,2,2,0,3,0,2,2,2,0,0,1
nimbus,0,0,0,0,0,0,0,0,0,0,0
trials,0,0,0,0,1,0,1,0,1,1,0
vietnam,0,0,0,0,0,0,0,0,0,0,0
chill,1,0,0,0,0,0,0,0,0,0,0
sanfrancisco,0,0,0,0,0,0,0,0,0,0,0
jade,0,0,0,0,0,0,0,0,0,0,0
solemn,0,0,0,0,0,0,0,0,1,1,1
sharp,0,0,0,1,0,0,0,0,0,0,0
flying,4,4,4,4,3,4,4,4,0,0,0
textile,0,0,4,0,0,0,0,0,0,0,2
fought,0,0,0,0,0,0,0,0,0,2,0
front,0,0,0,1,0,2,0,0,0,0,0
fasted,0,0,0,0,1,0,0,0,0,0,0
recover,0,0,0,0,0,0,0,0,0,0,0
thrive,0,0,0,0,0,0,0,0,0,0,0
absence,1,0,0,0,2,0,0,3,2,0,2
rampart,0,0,0,0,0,0,0,0,0,0,0
cognition,0,1,0,0,1,0,0,0,2,0,1
lifetime,0,3,0,0,0,0,0,0,1,3,2
yurri,0,0,0,0,0,0,0,0,0,0,0
tac,0,0,0,0,0,0,0,0,0,0,0
chump,2,0,0,0,0,0,0,0,0,0,0
rite,0,0,0,0,0,0,2,0,1,3,2
fully,0,0,0,0,0,0,0,0,0,0,0
wrenches,0,0,0,0,0,0,0,0,0,0,0
spy,3,3,0,1,0,3,2,3,0,0,2
orchid,0,0,0,0,0,0,0,0,0,0,0
freezer,0,0,0,0,0,0,0,0,0,0,0
vampire,0,0,0,1,0,0,0,0,0,0,0
tune,0,0,0,0,0,0,0,0,0,0,0
attendant,0,1,0,0,0,0,0,4,0,0,0
fame,4,3,0,3,1,1,0,2,0,0,2
sprouts,0,0,0,0,0,0,0,0,0,0,0
puma,0,0,0,0,0,0,0,0,0,0,0
achievments,0,0,0,0,0,0,0,0,0,0,1
fulfilling,0,0,0,0,1,0,1,0,0,0,0
oversized,0,0,0,2,0,0,0,0,0,0,0
coasting,0,0,0,0,1,0,0,0,1,0,0
mauve,0,0,0,0,1,0,0,0,0,0,1
scales,0,0,0,0,0,0,0,0,0,0,0
demarcation,0,0,0,0,0,1,2,2,0,0,0
midsummer,0,0,0,0,0,0,0,0,0,0,0
repair,0,0,2,0,0,0,0,0,0,0,0
distilled,0,0,0,0,0,0,0,0,0,0,0
frazier,0,0,0,0,0,0,0,0,0,0,0
weaver,0,0,0,0,0,0,0,0,0,0,0
malamutes,0,0,0,0,0,0,0,0,0,0,0
police,0,0,0,0,0,0,0,0,0,0,0
apalled,0,0,0,0,0,0,0,0,0,0,0
manage,0,0,0,0,0,0,0,0,0,0,0
hofbrau,0,0,0,0,0,0,0,0,0,0,0
charger,0,0,0,0,0,0,0,0,0,0,0
flora,0,0,0,0,0,0,0,0,0,0,2
talisman,0,0,0,0,0,3,3,0,3,4,3
